,Bell No,Actual Time,Confidence
128,1,85670.0,0.9513753712689785
129,2,85860.0,0.9631058159310995
130,3,86090.0,0.9852011241357859
131,4,86440.0,1.0
132,5,86710.0,0.8571789775817524
133,6,86960.0,1.0
134,7,87220.0,0.9524692446566395
135,8,87510.0,1.0
136,1,87800.0,0.8284796402170267
137,2,88000.0,0.9906266512796906
138,3,88280.0,0.9710496212315846
139,4,88480.0,0.9948423086473579
140,5,88770.0,0.9301118380646816
141,6,89080.0,1.0
142,7,89380.0,0.9879179640853094
143,8,89680.0,0.34362134746636086
144,1,90040.0,0.889202055925269
145,3,90650.0,0.41527730590454076
146,2,90810.0,0.37372513475238667
147,4,90840.0,0.3762048048224118
148,5,91140.0,0.9028144429043761
149,6,91400.0,0.978321123857912
150,7,91640.0,1.0
151,8,91970.0,1.0
152,1,92140.0,1.0
153,2,92370.0,0.9450475935057963
154,3,92730.0,1.0
155,4,93000.0,1.0
156,5,93210.0,0.9340394329508165
157,6,93510.0,1.0
158,7,93810.0,1.0
159,8,94090.0,0.8956352483930052
160,2,94450.0,0.9613927353371581
161,1,94760.0,0.9004263651209484
162,4,95050.0,1.0
163,3,95290.0,0.9794423514923056
164,6,95490.0,1.0
165,5,95840.0,1.0
166,8,96120.0,1.0
167,7,96280.0,0.9638214519283285
168,2,96600.0,1.0
169,4,96910.0,1.0
170,1,97250.0,1.0
171,6,97330.0,0.8451675592185004
172,3,97550.0,1.0
173,8,97910.0,0.9917638664014033
174,5,98170.0,0.9905470838856995
175,7,98490.0,0.9891271566230634
176,4,99000.0,1.0
177,2,99090.0,0.9850742757696072
178,6,99380.0,0.8981485079117996
179,1,99640.0,0.9063045619349426
180,8,99950.0,0.9377731436023374
181,3,100010.0,0.9921915169452008
182,7,100370.0,0.9471506007095951
183,5,100720.0,0.9927284442202708
184,4,101070.0,1.0
185,6,101320.0,1.0
186,2,101490.0,0.9640603251489437
187,3,101720.0,0.9365401995110616
188,1,101760.0,0.959353872361825
189,8,102270.0,0.9856912956309671
190,5,102470.0,0.9887748073753346
191,7,102850.0,1.0
192,6,103320.0,0.9454426615748723
193,4,103590.0,0.9784874292191288
194,1,103750.0,0.22593011613499725
195,2,103990.0,0.7520057868576158
196,3,104310.0,0.3001243031656362
197,8,104510.0,0.2671704760741046
198,7,104830.0,1.0
199,5,105110.0,0.9912177001968469
200,6,105370.0,1.0
201,1,105690.0,1.0
202,4,105900.0,1.0
203,2,106200.0,0.6707023716030667
204,8,106380.0,1.0
205,7,106750.0,1.0
206,3,106980.0,0.9882437312953107
207,5,107230.0,0.9905163210412901
208,1,107750.0,1.0
209,6,108060.0,0.9929285132606046
210,8,108370.0,1.0
211,4,108720.0,1.0
212,7,108850.0,0.7111482302743214
213,2,108970.0,0.9172986977588566
214,5,109130.0,1.0
215,3,109290.0,0.8252117984872763
216,1,109850.0,1.0
217,6,110100.0,0.983980807527696
218,4,110480.0,1.0
219,8,110740.0,1.0
220,2,110820.0,0.9609463828860899
221,7,111250.0,0.8950855471958831
222,3,111280.0,0.9791598800746673
223,5,111630.0,0.9460496178423762
224,6,111960.0,1.0
225,1,112240.0,1.0
226,8,112590.0,0.9520553129980509
227,4,112950.0,0.9407070468542287
228,7,113170.0,1.0
229,2,113500.0,0.3472619725954297
230,5,113630.0,0.9879526070798538
231,3,113820.0,0.6969230991960346
232,6,114110.0,1.0
233,8,114350.0,0.9746637106759972
234,1,114610.0,0.9909528247842082
235,7,115000.0,1.0
236,4,115210.0,1.0
237,5,115460.0,0.9753861977818498
238,2,115690.0,0.9922208378093954
239,3,116010.0,0.983561711567228
240,8,116440.0,1.0
241,6,116740.0,1.0
242,7,116960.0,1.0
243,1,117160.0,0.6914743792697784
244,5,117360.0,0.9858757390796848
245,4,117790.0,1.0
246,3,117890.0,1.0
247,2,118210.0,0.9367482630076652
248,8,118640.0,0.8046498568739918
249,7,118830.0,0.9905956317616398
250,6,119130.0,0.9894424637689877
251,1,119290.0,0.8089255328122132
252,4,119570.0,0.9740897281190382
253,5,119920.0,1.0
254,2,119980.0,0.9775275173372455
255,3,120390.0,0.5672817715667794
256,7,120850.0,1.0
257,8,121150.0,1.0
258,1,121360.0,0.9897087685482021
259,6,121670.0,0.9936745251153544
260,5,121860.0,1.0
261,4,122340.0,1.0
262,3,122520.0,0.9790404612123443
263,2,122760.0,0.9917298695444802
264,7,122970.0,1.0
265,1,123340.0,0.49848596185624383
266,8,123600.0,1.0
267,5,123740.0,1.0
268,6,124070.0,1.0
269,3,124180.0,0.9081701860758309
270,4,124540.0,0.9660419193154296
271,2,124820.0,0.6923975310416097
272,1,125250.0,0.8142468917248109
273,7,125580.0,1.0
274,5,125910.0,1.0
275,8,126120.0,0.7634902480551483
276,3,126500.0,0.9165416658011393
277,6,126660.0,0.9566045608035256
278,2,126830.0,1.0
279,4,127240.0,1.0
280,1,127340.0,0.9749914852363694
281,7,127600.0,0.978675931132443
282,8,127930.0,1.0
283,5,128210.0,1.0
284,6,128470.0,1.0
285,3,128730.0,0.8343178766713898
286,4,129060.0,1.0
287,2,129280.0,0.9896253418595501
288,7,129680.0,0.9859596958342215
289,1,129930.0,0.975282021370399
290,5,130230.0,1.0
291,8,130510.0,0.9083835286350089
292,3,130780.0,0.9791969442002173
293,6,131090.0,1.0
294,2,131280.0,0.7999342564099985
295,4,131610.0,1.0
