ftnIMkaPOc;burley_cambridge;120;Cambridge Surprise Minor;Burley, S Matthias;05/30/2025, 20:35:36
ARWKvdMo0h;BurleyPB;80;Plain Bob Doubles;Burley, S Matthias;05/30/2025, 20:38:55
UVJ5uJxieZ;Burley_PH;40;Plain Hunt Doubles;Burley, S Matthias;05/30/2025, 20:38:21
64ZGY9eMr6;Burley PB5;80;Plain Bob Doubles;Burley, S Matthias;05/30/2025, 20:44:22
Cc9Zcib3tj;PB5;66;Spliced Bob Doubles;Burley, S Matthias;05/30/2025, 20:46:34
AVpsfOhx4S;Burley_1-1;30;Plain Hunt Doubles;Burley, S Matthias;05/30/2025, 20:47:17
XJHex34JfL;Burley_1;30;Plain Hunt Doubles;Burley, S Matthias;05/30/2025, 20:49:59
